timestamp;cpu;ramTotal;ramUsada;discoTotal;discoUsado;numProcessos;codigoMaquina;empresa;setor;top5Processos2025-10-24 16:29:11 21,100000 25459286016,000000 59,600000 511313965056,000000 60,900000 351 COD000 Teste SETOR DE TESTES [{'name': 'System Idle Process', 'cpu_percent': 911.5, 'pid': 0}, {'name': 'OneDrive.exe', 'cpu_percent': 44.4, 'pid': 4044}, {'name': 'dwm.exe', 'cpu_percent': 18.8, 'pid': 1888}, {'name': 'idea64.exe', 'cpu_percent': 16.4, 'pid': 7224}, {'name': 'System', 'cpu_percent': 16.0, 'pid': 4}]
2025-10-24 16:29:24 16,400000 25459286016,000000 59,500000 511313965056,000000 60,900000 350 COD000 Teste SETOR DE TESTES [{'name': 'System Idle Process', 'cpu_percent': 966.8, 'pid': 0}, {'name': 'OneDrive.exe', 'cpu_percent': 87.7, 'pid': 4044}, {'name': 'explorer.exe', 'cpu_percent': 17.2, 'pid': 12096}, {'name': 'dwm.exe', 'cpu_percent': 13.8, 'pid': 1888}, {'name': 'System', 'cpu_percent': 13.4, 'pid': 4}]
2025-10-24 16:29:37 8,400000 25459286016,000000 59,700000 511313965056,000000 60,900000 350 COD000 Teste SETOR DE TESTES [{'name': 'System Idle Process', 'cpu_percent': 1044.5, 'pid': 0}, {'name': 'dwm.exe', 'cpu_percent': 19.5, 'pid': 1888}, {'name': 'explorer.exe', 'cpu_percent': 17.9, 'pid': 12096}, {'name': 'Copilot.exe', 'cpu_percent': 13.8, 'pid': 16828}, {'name': 'System', 'cpu_percent': 13.3, 'pid': 4}]
2025-10-24 16:29:50 7,700000 25459286016,000000 60,100000 511313965056,000000 60,900000 349 COD000 Teste SETOR DE TESTES [{'name': 'System Idle Process', 'cpu_percent': 1042.6, 'pid': 0}, {'name': 'Copilot.exe', 'cpu_percent': 17.2, 'pid': 16828}, {'name': 'Code.exe', 'cpu_percent': 15.0, 'pid': 25128}, {'name': 'dwm.exe', 'cpu_percent': 14.8, 'pid': 1888}, {'name': 'Code.exe', 'cpu_percent': 11.1, 'pid': 25444}]
